SAMPLES,STRUCTURE,INTERCEPT,TOPIC_1,TOPIC_2,SIGMA,TP,FP,TN,FN,PRECISION,RECALL,F1,ACCURACY
500,STG,-0.71760397924615,0.2971360294262042,0.8211532127344126,0.7190914912422561,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,-0.7695011990720175,0.8669134693743795,-0.150844163458058,0.29423237782691475,2,0,3,0,1,1,1,1
1000,STG,0.8660832089396069,-0.9677134883037164,-0.832153321745367,0.7054419024031611,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
1000,IFG,0.03377433649704448,0.773510600266297,-0.8337003268398331,0.26478661176077856,2,0,3,0,1,1,1,1
2500,STG,0.8566411528052451,-0.8443915378482658,-0.911503156949938,0.6645721690688593,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,0.8956102255981093,-0.1406877919624792,-0.9794593129138764,0.5004679493859975,2,1,2,0,0.6666666666666666,1,0.8,0.8
5000,STG,0.8177698350880396,-0.9873968894914822,0.9080354711301275,0.3654260339750812,3,1,1,0,0.75,1,0.8571428571428572,0.8
5000,IFG,-0.6607160499422713,0.9681759815197339,-0.8806615642800524,0.33033530124577953,2,3,0,0,0.4,1,0.5714285714285714,0.4
7500,STG,-0.6100268672445197,-0.3841893501955316,0.9752939292426495,0.5711101420333559,0,0,2,3,NaN,0,NaN,0.4
7500,IFG,0.05712586933326852,-0.7859936267801222,0.9455405262652083,0.5475729133407841,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.9438983168183861,-0.8997926443523017,-0.9090941257631051,0.47837979299433425,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.01513751139342455,0.9639210595689038,-0.2518968301499649,0.22852593460948542,0,0,3,2,NaN,0,NaN,0.6
1,STG,-0.2482009868559829,0.7469926997092968,-0.1066124993609332,1.3019557113668614,0,2,0,3,0,0,0,0
1,IFG,-0.6096234730788677,-0.5821394742340239,-0.06222450630734411,1.470809082371404,0,0,3,2,NaN,0,NaN,0.6
5,STG,-0.35857411392935257,0.9219273608386902,-0.9260184798277773,0.49168974671138505,0,2,0,3,0,0,0,0
5,IFG,-0.7680110653589498,0.5015647498225648,0.24428836387851982,0.3861389412216336,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.3257159290935133,0.5917301600276912,0.40090860389376726,0.6358949304354576,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,0.8954341485472113,-0.35040597121592076,0.6279416113932867,1.2485166981835918,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,0.3624896499126131,0.6343444535026057,0.9626113788826463,0.45095553592131665,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.28776615336908296,0.8636861911315676,0.6150582204933778,1.461252565294203,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,0.30276691046484083,-0.06502519371446966,0.9471541354680246,0.853950410775459,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,-0.21439698056876758,0.7047263072947687,-0.9362263111110363,0.605377513890965,2,0,3,0,1,1,1,1
500,STG,0.9769887051649707,0.8926818880399743,-0.9922076713403223,1.6067535298390234,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,-0.4850733618054473,0.8640528531281099,0.09702558804304866,0.30553766675729743,2,0,3,0,1,1,1,1
1000,STG,0.7953475691332179,-0.11320226403180174,0.9834569090647614,0.40613491800624024,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,0.41932550193196716,0.1932127302118184,-0.8599096486584917,0.321537175221609,2,0,3,0,1,1,1,1
2500,STG,-0.17200713024340014,-0.19719041961764686,0.8954518689228831,0.2650738312371424,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,0.39515285346401063,0.4723919200425154,-0.9501869593969585,0.32258660582203585,0,0,3,2,NaN,0,NaN,0.6
5000,STG,0.2184363330165728,-0.9180009547244528,0.953409650590359,0.13515363363415328,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,-0.907652536874423,0.8681280429536008,-0.7767114291865483,0.5543060312816019,2,3,0,0,0.4,1,0.5714285714285714,0.4
7500,STG,-0.05051668394141569,-0.9728940281266654,0.9508339733029545,0.26848881263495666,0,2,0,3,0,0,0,0
7500,IFG,-0.3057821752311352,0.501733024967903,-0.9617710467723046,0.3497452999082814,2,0,3,0,1,1,1,1
10000,STG,0.6548166384655384,-0.9708526113075497,0.3998113801036587,0.2734364331049052,3,0,2,0,1,1,1,1
10000,IFG,0.1406207092808749,0.9550278594582153,-0.9966717013417277,0.213882665099962,2,0,3,0,1,1,1,1
1,STG,0.9075166348074881,0.6445279078173316,-0.004839983415657834,0.9283824449343925,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,0.047755913284927676,0.3168674528805342,0.5672394756789929,0.992114735738681,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,-0.5482446068017641,-0.7714810519998079,0.3018721107716867,0.4394496289947951,0,0,2,3,NaN,0,NaN,0.4
5,IFG,-0.4745992155845803,-0.6334227007252108,-0.9516897937511676,0.3971851806726137,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.9756033922177809,0.9253104131594275,-0.49413861107140056,0.44533710791446457,0,0,2,3,NaN,0,NaN,0.4
10,IFG,0.7918408346932926,0.97815179040236,-0.7659368981912116,1.2666980345873822,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,-0.8375928347082151,-0.9256731013225149,-0.05427730603841123,0.816136368958382,0,0,2,3,NaN,0,NaN,0.4
50,IFG,-0.5502774320947484,-0.3551181270315554,-0.7915624599634751,0.32384911620237367,0,0,3,2,NaN,0,NaN,0.6
100,STG,-0.4974776598334209,0.4508289934521906,-0.38202027174680325,0.5011466058845657,0,0,2,3,NaN,0,NaN,0.4
100,IFG,0.5645362667840078,-0.6117542535597063,0.26032298670028997,0.8124230609924334,0,3,0,2,0,0,0,0
500,STG,-0.9836933182517967,-0.45524548125187136,0.7910687506044257,0.5651344538721108,0,0,2,3,NaN,0,NaN,0.4
500,IFG,-0.8485510555481188,0.4307254532767195,-0.3541860474998958,0.31782664346703415,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.8376409310508379,-0.9449175772782303,0.6721932405688189,0.3427894158445913,3,0,2,0,1,1,1,1
1000,IFG,-0.4891303418422323,0.6022254804848856,-0.04514605365195995,0.3267825219330045,2,0,3,0,1,1,1,1
2500,STG,-0.8998484696799468,-0.9768183928976372,0.8539798022789471,1.4445757649913715,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,0.3276120746581357,0.9894184864367574,-0.8450765539817451,0.336448411114138,2,0,3,0,1,1,1,1
5000,STG,-0.9689168396059982,0.6026737877250339,-0.060844611241046814,0.567477832570219,1,0,2,2,1,0.3333333333333333,0.5,0.6
5000,IFG,-0.7573485764387275,0.9645174720417308,-0.8891126882501417,0.28312032788857316,2,0,3,0,1,1,1,1
7500,STG,-0.9272807993131533,-0.343404292847244,0.9067434857741167,0.4957908382413547,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,0.019759709814978682,0.388530414917196,-0.9248103848167093,0.33946224193595315,2,0,3,0,1,1,1,1
10000,STG,-0.9828077718176171,0.3023329728759904,0.36855251543754397,0.30542784838072745,0,0,2,3,NaN,0,NaN,0.4
10000,IFG,-0.591904057945049,0.8936238923690634,-0.6673129887841762,0.286084800523954,0,0,3,2,NaN,0,NaN,0.6
1,STG,-0.04601684671560369,-0.7599640640403753,0.9855969929837713,0.7153332165051882,3,0,2,0,1,1,1,1
1,IFG,0.5003017388470141,0.3626274645335532,-0.9588793697772995,0.519082678461677,2,0,3,0,1,1,1,1
5,STG,0.7716261468020909,0.3071047073889822,-0.9259085987597019,0.10769682311461493,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
5,IFG,-0.9898455420937942,0.6695608644859625,-0.46799256711941273,1.0365394112804838,0,0,3,2,NaN,0,NaN,0.6
10,STG,0.6461965917065869,0.12339316840975201,0.6330398183655928,0.12167583686469338,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,-0.8805380432369654,0.5596128913102953,0.9635650123128008,1.8358278028174493,0,3,0,2,0,0,0,0
50,STG,0.04683734519226296,0.4489337445201808,0.1415874720076771,0.4806949649569609,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.765468207737579,0.9835432453188143,0.13915853657677238,0.6738174833722307,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,0.967342030696864,-0.664712480081017,-0.9326252089027148,1.0355625298512345,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,-0.9876029811968103,0.6523721828994662,-0.26196888486746156,0.5737687194218549,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.16037787881359686,0.9116964269801123,-0.49789237090176874,0.6204867345072625,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
500,IFG,-0.43705013108206137,0.47695676453449753,-0.8831126101347805,0.24452453493778387,2,0,3,0,1,1,1,1
1000,STG,0.5583983469627363,-0.7311063060058769,-0.4272784783092526,0.6244710706582438,0,0,2,3,NaN,0,NaN,0.4
1000,IFG,0.6188479459166991,0.6589601143219954,-0.9331604510250233,0.563943073503517,0,3,0,2,0,0,0,0
2500,STG,0.9486681607904003,-0.9405318244580136,0.38838373561771367,0.21635642832162524,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
2500,IFG,0.31243333591382755,0.20200097212064538,-0.8713874852713374,0.3174614285048386,2,0,3,0,1,1,1,1
5000,STG,0.546306239963511,-0.873338757289405,-0.3380717037282996,0.4191777183725617,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,-0.24674198826187926,-0.15277215230103658,-0.9880887974800954,0.4883536067004589,2,0,3,0,1,1,1,1
7500,STG,-0.5297134132418715,0.0019927867939115787,0.7528792845349768,0.28857252688540513,3,0,2,0,1,1,1,1
7500,IFG,-0.3332717042983558,0.45065689693962796,-0.9231169790830962,0.23793474079905622,2,0,3,0,1,1,1,1
10000,STG,0.23140382813344446,-0.946708949807808,0.9196063001444654,0.22700285781656537,3,0,2,0,1,1,1,1
10000,IFG,-0.9164148385265322,0.9682919395197669,-0.8000398636763724,0.340431533509422,0,3,0,2,0,0,0,0
1,STG,0.2336217477948055,-0.668462731167438,-0.8634732940420005,0.008500606172197056,0,0,2,3,NaN,0,NaN,0.4
1,IFG,-0.280513110780655,0.3605659391351148,-0.7983828120389576,1.9434150536421293,2,0,3,0,1,1,1,1
5,STG,0.829622514984868,-0.8948673366349114,-0.12817271026237737,0.9372056128089219,3,0,2,0,1,1,1,1
5,IFG,-0.1942803220828847,0.7296577691560879,0.1947729116565917,0.4868366574798144,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.14063641990971948,-0.4994585563016066,-0.44141191644751876,1.090507653268794,0,0,2,3,NaN,0,NaN,0.4
10,IFG,0.2507031030367358,0.16573730453375454,0.5121891562031661,1.1309746962067717,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,0.590567340594611,-0.1514075779041257,0.9183426422964173,0.5612280181581508,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.8421657694883753,0.06038973929906632,-0.8639995384357719,1.5197487599979067,2,0,3,0,1,1,1,1
100,STG,-0.17616719818715826,0.7419717875605982,-0.6771596292780109,0.5615890355799277,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.395600377324428,-0.2365078823790594,-0.44296033561740344,0.33971712493571526,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.14034700505369016,0.9909776834581361,0.6213228224153183,0.5512082122503793,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,-0.8467667444575899,-0.27846985894350484,-0.6383979875260216,0.6249829594117838,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.8827185200116021,-0.560602027489727,0.03374381543352281,0.381283168000651,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,0.24483141126689364,0.6093192874637097,-0.890772612090596,0.26924823723374913,2,0,3,0,1,1,1,1
2500,STG,0.4207618172887181,0.7670671776587612,0.28526631316665824,0.38640695567478167,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,0.02261448329251685,0.9354754964327714,-0.9515888355791409,0.3009890030457165,2,2,1,0,0.5,1,0.6666666666666666,0.6
5000,STG,-0.5333111951742595,-0.9537501750217098,0.8911002366193134,0.3509747783595955,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,0.8831121965054659,0.5004482760936602,-0.9640305818251862,0.318135678330942,2,2,1,0,0.5,1,0.6666666666666666,0.6
7500,STG,0.4506807316213896,-0.8866459498341419,0.849561960905612,0.2436156063462331,3,0,2,0,1,1,1,1
7500,IFG,-0.8804138520394714,0.9977111564595061,-0.7411061281475285,0.36581868669410655,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.9137396918729668,-0.9793051409505309,0.040995737332693745,0.5060899658981985,3,0,2,0,1,1,1,1
10000,IFG,-0.4014959704712677,0.9727601799997703,0.57378719641872,0.27349447453680953,2,0,3,0,1,1,1,1
1,STG,0.44282951081518007,-0.5470657083404303,0.3283179841803636,1.4598799377806548,3,0,2,0,1,1,1,1
1,IFG,-0.21303567595182704,-0.8729469701264159,0.18415856060075347,1.301167736553357,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.6783291896504307,0.3067149907267572,-0.4803234707837411,0.6679210558026525,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,0.6433397196612098,0.267081325050675,-0.6174795237565485,1.5796641111653804,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.056134229324070625,0.2627324177259374,0.6703289377232163,1.8418677082566877,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,0.8957029428248666,0.47267899748776676,0.07409856567833575,1.7608003629340432,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,0.24201808726973603,0.9681235194263923,0.4895519912039161,0.33291581732557757,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,-0.3703773581827279,-0.32699271019331666,0.981339406065648,1.5299455785641534,0,3,0,2,0,0,0,0
100,STG,0.5536569110386222,0.9200224762595416,0.12952627278537143,1.168084371333943,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,0.3756065664481078,0.9597054745059397,0.22885045494607748,1.3298042053039745,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,-0.5357715242603853,0.988155685119718,-0.18445627908452245,0.542521804836128,0,2,0,3,0,0,0,0
500,IFG,-0.9317405778711452,-0.987899152151341,0.7056372607344625,1.172999498161944,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.285179004154866,-0.9330975728207004,0.4764165924830376,0.3063820296929803,3,0,2,0,1,1,1,1
1000,IFG,0.988133663712084,-0.6117108520204386,-0.9991021667787325,1.2372434788298103,2,1,2,0,0.6666666666666666,1,0.8,0.8
2500,STG,0.010776212845844582,-0.7642135226934069,0.9091229606653226,0.2092525897759931,3,0,2,0,1,1,1,1
2500,IFG,-0.8380466752355007,0.9150276677026931,-0.8134847155531064,0.24734375473230297,2,0,3,0,1,1,1,1
5000,STG,0.3325629546532365,-0.5012727607676043,0.9983351216214239,0.3094706542922714,3,0,2,0,1,1,1,1
5000,IFG,0.580266613660752,0.9878602425516806,-0.9635236913197842,0.6619148917231042,2,0,3,0,1,1,1,1
7500,STG,-0.04916203791559458,-0.9703079586042602,0.9909678871219728,0.26220670736605356,0,0,2,3,NaN,0,NaN,0.4
7500,IFG,0.09771284433711766,0.9213033314825454,-0.9862087815212088,0.20632326880277418,2,0,3,0,1,1,1,1
10000,STG,0.9922586865846198,-0.34310274149373354,0.458872794728348,0.42711686238592095,3,0,2,0,1,1,1,1
10000,IFG,-0.911542239083896,0.8270669212933048,-0.8516563975359992,0.3650704935224695,0,0,3,2,NaN,0,NaN,0.6
1,STG,0.3546796141160473,0.9716731971038612,0.7534864986770851,0.4855204786353169,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.7379603447383132,-0.15762033875738385,0.053827001328334845,1.955489613298373,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.3121885323048832,-0.8927934956875205,0.18760705575323344,0.24694407947351954,3,0,2,0,1,1,1,1
5,IFG,0.5447983384801698,-0.5150290343018584,0.8735247197612863,1.101278700434646,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.30530151033119163,0.1487790559020973,0.04792564597285898,0.033405981552927067,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,0.7620514974023265,0.7090033927301739,-0.8342763962613584,1.745774689020391,2,1,2,0,0.6666666666666666,1,0.8,0.8
50,STG,0.4825571336127649,-0.04422857802039988,-0.6988744153206577,0.6381153844269075,0,0,2,3,NaN,0,NaN,0.4
50,IFG,0.6359720351566419,-0.9203474755490655,-0.6905654177554723,1.0855804732939012,0,0,3,2,NaN,0,NaN,0.6
100,STG,-0.5220513867488441,0.7898973505041822,-0.952258642367543,1.2427091620630955,0,2,0,3,0,0,0,0
100,IFG,-0.44128816375601443,0.5350711011055399,-0.12439757754079296,0.44414850680267126,2,0,3,0,1,1,1,1
500,STG,-0.9876107718112968,-0.752034947796002,0.638946529060567,0.4039546528396029,3,0,2,0,1,1,1,1
500,IFG,0.03241733532262256,0.9734654079063036,-0.9814601975102287,0.3482121978126502,2,0,3,0,1,1,1,1
1000,STG,0.8902322282833306,-0.9299914096634603,-0.6798838109208992,0.32534178133674163,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,0.9176633266341784,0.8632310978479186,0.6683228639285766,0.6360096851884923,2,3,0,0,0.4,1,0.5714285714285714,0.4
2500,STG,-0.9860708532806197,-0.3752192820025543,0.9366249839846208,0.41105515842820173,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,-0.048099031259488,0.17986863475377893,-0.6327003397619531,0.2666342214992739,2,1,2,0,0.6666666666666666,1,0.8,0.8
5000,STG,0.9036011015803221,-0.54214924625184,0.9510716236253234,0.2984304406356746,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,-0.4078998101174969,0.7126146930272836,-0.9692479824619317,0.2431540950375201,0,0,3,2,NaN,0,NaN,0.6
7500,STG,0.40971187904540535,-0.9685114169249867,0.16265776460990145,0.2660220233387184,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,0.058729754963322216,0.9050483085705914,-0.9235769649230836,0.34705532576525244,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.9372659054211154,-0.9798842575599676,0.5334434354338893,0.3644729841144858,3,0,2,0,1,1,1,1
10000,IFG,-0.14104494206382007,0.9339596668103403,0.3601067622389832,0.3532777565483071,0,0,3,2,NaN,0,NaN,0.6
1,STG,0.7850805191011316,0.6203411148300861,-0.11048707792325052,0.9790144188361727,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.20792497879921168,-0.6197210227482429,0.8629872599266872,1.2534596817445012,0,3,0,2,0,0,0,0
5,STG,0.48099854989042945,-0.2992998390386886,0.2166571445462891,1.146193947242339,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.43468139463825234,-0.28880912131544517,0.747231286186662,1.9186411185405206,0,3,0,2,0,0,0,0
10,STG,-0.8202332782000425,-0.1833471454824994,-0.5848771328683767,0.49555010008931355,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.9018329976196426,0.6062721621801501,-0.21494221290109233,1.4900019441883618,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.8011121764805931,-0.5604990526866855,-0.23728591835848636,0.31977939191534355,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,-0.5048131026511731,-0.654814993142671,0.7569427368021568,0.6501445555906,0,3,0,2,0,0,0,0
100,STG,-0.721179627924792,-0.5267081985635707,0.5500534468131641,1.317209812613137,0,0,2,3,NaN,0,NaN,0.4
100,IFG,0.5833721263112357,-0.818020959432469,-0.957118891133553,0.5405042480537452,0,0,3,2,NaN,0,NaN,0.6
500,STG,-0.6992189505341372,-0.9760483882858826,-0.10691931562515866,0.505612551861782,0,0,2,3,NaN,0,NaN,0.4
500,IFG,0.9639472144439629,0.9095796235484398,-0.4495093948306679,0.37797461187463555,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,0.9175278956638586,0.9040251469605818,-0.06158595425256197,1.1262937229942427,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,0.28683280746437073,0.3740302296361408,-0.5689127006971182,0.6019826385576877,2,0,3,0,1,1,1,1
2500,STG,0.967927545704933,-0.06718142402357788,-0.5728520629170921,0.773271878749541,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,-0.43682305103478686,-0.7085770765023214,-0.9601006237620029,0.34662274283029304,0,0,3,2,NaN,0,NaN,0.6
5000,STG,-0.10833108750590896,0.05337944652936272,0.9969728402800186,0.35721431178859614,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,-0.23318174618984047,0.9514699345472922,-0.9852145106013264,0.28199879461999455,2,0,3,0,1,1,1,1
7500,STG,0.5892039557667235,-0.9966738705721808,0.4659466442595614,0.390259856848072,3,0,2,0,1,1,1,1
7500,IFG,0.46194056575837156,0.8533474761651896,-0.977953116412969,0.3262493730733386,2,0,3,0,1,1,1,1
10000,STG,0.9752678184378952,-0.8163939660413495,0.6798712772618523,0.27452084999903514,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.9960068447436015,-0.5062193569198332,0.6212612184470045,0.9558091550394703,0,0,3,2,NaN,0,NaN,0.6
1,STG,-0.8225784093589836,0.994248304310557,0.0024138954035835825,1.9376176449193236,0,2,0,3,0,0,0,0
1,IFG,0.016352706544924267,0.9472359645799986,0.10673263136539823,0.6745415358868643,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,-0.8203267143303692,-0.5686142864848988,-0.845561998304551,0.5657630852167372,0,0,2,3,NaN,0,NaN,0.4
5,IFG,0.7359426787368317,-0.8064314392858548,0.07939390727680407,0.9882766986210805,0,3,0,2,0,0,0,0
10,STG,-0.1666651858099767,-0.9216200589684476,-0.6925473475035819,1.077081009872833,0,0,2,3,NaN,0,NaN,0.4
10,IFG,0.15075616211896942,-0.18468410493915782,-0.41366581148260084,1.4938415627428039,2,0,3,0,1,1,1,1
50,STG,0.3768233112453822,-0.5681515200622453,-0.6845199252115562,0.7198450042345108,0,0,2,3,NaN,0,NaN,0.4
50,IFG,-0.046308646413437744,0.16480756096117813,0.3601135947994433,0.8236590413690628,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.17470984951219165,0.018691425349386677,-0.9123837072319543,1.2448743095168235,2,0,2,1,1,0.6666666666666666,0.8,0.8
100,IFG,0.5514263710019723,-0.8969495266488879,0.5200309314650565,0.5950672344358695,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,-0.3409648039396076,-0.9398971389815419,0.9262972054676972,0.33795700997627964,1,0,2,2,1,0.3333333333333333,0.5,0.6
500,IFG,0.8084580816258159,0.22048200075870095,0.40550638942140427,0.5553295685619848,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,0.06708162032257003,-0.2666845961979361,0.10685737141120331,0.7913179218410662,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,0.6876354340717288,0.4233859832720463,-0.3101388396093983,0.3801599324733662,2,0,3,0,1,1,1,1
2500,STG,0.6739141897112549,-0.9845347311902021,-0.16759413402058132,0.4316050106567303,3,0,2,0,1,1,1,1
2500,IFG,-0.9872850646096115,0.9620545070325519,-0.9183676028106859,0.5395967485466892,0,0,3,2,NaN,0,NaN,0.6
5000,STG,0.5934930223918484,-0.40447354535583685,0.9475244901955102,0.24362012194403204,3,0,2,0,1,1,1,1
5000,IFG,0.12180309572176551,0.472383424625322,-0.9978617069586078,0.24580446189839933,2,0,3,0,1,1,1,1
7500,STG,0.404700282491927,-0.8846645197583183,0.9160768558999606,0.1950221794427375,0,0,2,3,NaN,0,NaN,0.4
7500,IFG,-0.025584360351622967,0.32665023000340515,-0.9992584846310415,0.3534354607067991,2,0,3,0,1,1,1,1
10000,STG,-0.8577744076772025,0.27242297991291126,0.9767201217814901,0.2987623209697246,3,0,2,0,1,1,1,1
10000,IFG,-0.4892562455669603,0.9571862318265679,-0.26845497242423105,0.2480540885045759,2,3,0,0,0.4,1,0.5714285714285714,0.4
1,STG,-0.757531896182253,-0.1082164002538355,-0.7534831076897461,1.0753406325738724,0,0,2,3,NaN,0,NaN,0.4
1,IFG,0.41468253809975764,0.8932923138180365,-0.4188338303117085,0.25312164597215103,2,2,1,0,0.5,1,0.6666666666666666,0.6
5,STG,0.6735553203119065,0.9584330446276899,0.9069810257482278,1.3828603954975875,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.5046401925621256,0.9933545298189925,-0.16167809720918558,0.5533659048724116,2,0,3,0,1,1,1,1
10,STG,0.6052185339294809,0.19054446377958562,0.8778505416952735,1.6179413090065127,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,-0.013798013642241293,0.5149277953953711,0.5367359762521873,0.9709418059458477,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,-0.8655501404557975,-0.43616305985372744,-0.8488459638790672,1.9821141459411118,0,0,2,3,NaN,0,NaN,0.4
50,IFG,0.4126489386300172,0.1395797446207359,0.003543370373757529,0.31818068935714106,2,0,3,0,1,1,1,1
100,STG,0.12470444032512792,-0.2312232082193853,0.7181724385462335,1.4682667483871068,3,0,2,0,1,1,1,1
