SAMPLES,STRUCTURE,INTERCEPT,TOPIC_1,TOPIC_2,SIGMA,TP,FP,TN,FN,PRECISION,RECALL,F1,ACCURACY
5000,STG,-0.4521200748929549,0.5061139521012695,0.9458181283653753,0.26394566301615446,0,0,2,3,NaN,0,NaN,0.4
5000,IFG,-0.17468208629054746,0.32020308658769886,-0.9472670069514315,0.21553349203772953,2,0,3,0,1,1,1,1
7500,STG,-0.15546841228555022,-0.6908868005040749,0.9817960969315981,0.31888337796133703,3,0,2,0,1,1,1,1
7500,IFG,-0.23317118697522346,0.9956315807603916,-0.9137296403818769,0.2578690895839633,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.27669518050754965,-0.9870912004527845,0.9424381048680371,0.4619659148832922,3,0,2,0,1,1,1,1
10000,IFG,-0.3114513206970267,0.9309283906046719,-0.974466942590766,0.35200610856046216,2,0,3,0,1,1,1,1
1,STG,0.3498814122006283,0.4949111502362693,0.8072444740756612,0.927578287369256,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,0.18831832956744998,0.2764533431918563,-0.2518639745132565,0.8659456015597768,2,1,2,0,0.6666666666666666,1,0.8,0.8
5,STG,-0.026034678605354425,-0.6396605012221078,0.16318449871949384,0.1711173818914684,3,0,2,0,1,1,1,1
5,IFG,-0.5689520858869279,0.8823982735054514,-0.6236259713396262,1.309297462907358,2,0,3,0,1,1,1,1
10,STG,0.26621806827665084,0.034794045152121554,-0.06601873200591718,1.6281974972704456,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,0.6258951097932645,-0.4992416672625736,0.7820251359485262,1.1607224995525736,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,0.5728117539699759,0.401473806028395,-0.029130657115255282,0.4870908613619418,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.1352616531419752,0.5961291464433685,0.6958533427733544,1.74489045293485,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,0.44430170294426363,-0.5632921035202165,0.2968919354198759,0.32992688563798533,3,0,2,0,1,1,1,1
100,IFG,0.1623240810670178,0.2483808154797055,-0.2598479302098819,1.0920728048037198,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,-0.40730742850071294,-0.43574773249798215,0.904825483640635,0.560464573420201,0,0,2,3,NaN,0,NaN,0.4
500,IFG,-0.7080157433583351,0.9602543460539791,-0.8560020341903465,0.25431427816402813,2,0,3,0,1,1,1,1
1000,STG,0.9501911790782981,-0.8864510792397293,0.8943987327942184,0.41561610711076086,3,0,2,0,1,1,1,1
1000,IFG,-0.5293838306364336,0.5890935290326642,0.6421394445222995,0.37113235511158177,0,1,2,2,0,0,0,0.4
2500,STG,-0.4928370192356036,-0.8166339852767022,-0.20260435303540997,0.4024058374773284,3,0,2,0,1,1,1,1
2500,IFG,-0.6851599430184496,0.9926481538587684,-0.93473383444497,0.37117633639482606,0,0,3,2,NaN,0,NaN,0.6
5000,STG,0.30749586725012895,-0.8925066486354369,0.9837577604538166,0.173744942522631,3,0,2,0,1,1,1,1
5000,IFG,0.3408077267032216,0.9852183845164333,0.9046649806625731,0.43545450818758435,2,0,3,0,1,1,1,1
7500,STG,0.5751656261035406,-0.963031551348151,0.9224643381281468,0.30968415831720914,3,0,2,0,1,1,1,1
7500,IFG,-0.15469725435305492,0.9110554931665305,-0.20467631811944892,0.3017413428338205,2,0,3,0,1,1,1,1
10000,STG,0.7767720071464314,-0.942187697205767,0.7577501685333504,0.27343254320856797,3,0,2,0,1,1,1,1
10000,IFG,-0.995434034478486,0.996199114520941,-0.4181476218914789,0.3765204423446834,2,0,3,0,1,1,1,1
1,STG,-0.9989826405556097,-0.9649658521525548,0.42267951538831383,0.37907613958364816,0,0,2,3,NaN,0,NaN,0.4
1,IFG,0.5527971220323007,-0.8790573637492449,-0.6387230684430538,0.7673931690856994,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.44915944841166455,0.9048972068937862,-0.767259683522884,1.3301857603993072,0,2,0,3,0,0,0,0
5,IFG,-0.4608817574268567,-0.42511312466012674,-0.8604958758031835,1.3158819101607127,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.8920476678138863,-0.3518803993927287,-0.8357095408488241,0.47500882027037183,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.9222919450113711,-0.5689059439920414,-0.3387411826815404,0.5673282042970662,0,0,3,2,NaN,0,NaN,0.6
50,STG,-0.209714541676977,-0.8442989503745845,-0.6935144108143232,0.6799764222115441,0,0,2,3,NaN,0,NaN,0.4
50,IFG,-0.09985062428666702,-0.6531664206258332,-0.9637612496673837,0.9507531508874035,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.30437824814039205,0.5731203588177525,0.2803969923614214,0.9763250851677935,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.31801984938725303,-0.24362763057944328,-0.3253560933341354,0.48830416988360004,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.9808717500022001,-0.9135716669021644,0.9414905784019312,0.5924854327555312,3,0,2,0,1,1,1,1
500,IFG,0.28336711906250645,0.9973476000730157,-0.2118271996771445,0.39583069871923693,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,0.45879152289835073,-0.9061550115645165,-0.8197919465429133,0.6983455746453415,3,0,2,0,1,1,1,1
1000,IFG,-0.9841980287633256,-0.12076246988328165,-0.6532812098703693,0.7753129345874459,2,1,2,0,0.6666666666666666,1,0.8,0.8
2500,STG,0.9091872047936027,-0.6624910171560703,0.9627141616097736,0.4076849415151149,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,-0.6658716014736674,0.8753202904267511,-0.5347410368594946,1.144553517149863,1,0,3,1,1,0.5,0.6666666666666666,0.8
5000,STG,0.440915877216114,-0.9850518606571953,0.9979901446617144,0.3400265241815838,3,0,2,0,1,1,1,1
5000,IFG,0.16620082994087446,-0.8243704865670446,-0.9432239201622388,0.7796940289086978,2,0,3,0,1,1,1,1
7500,STG,-0.43532320955051945,-0.977315723849911,0.8018015101381699,0.5606543342632009,3,0,2,0,1,1,1,1
7500,IFG,-0.9340250528356577,0.9843673127030863,-0.889465396421083,0.2286933965978989,0,0,3,2,NaN,0,NaN,0.6
10000,STG,-0.9836864531966658,0.03889440073257913,0.9641006582966453,0.30533690145785164,0,0,2,3,NaN,0,NaN,0.4
10000,IFG,-0.2683395294274886,0.6601214272707848,-0.9782794319121024,0.2250758486469538,2,0,3,0,1,1,1,1
1,STG,-0.3178203912313351,-0.3195788244765547,-0.17264934656831432,0.7984650581070976,0,0,2,3,NaN,0,NaN,0.4
1,IFG,-0.9266214731687548,0.19903506157600956,-0.03410290934329563,1.642079848989642,0,0,3,2,NaN,0,NaN,0.6
5,STG,-0.03802295626925094,-0.8695618009991409,0.23610171833866056,1.227197985796935,3,0,2,0,1,1,1,1
5,IFG,-0.20725818015400088,0.9899852835797553,-0.9420650602818003,0.9007384236829342,2,0,3,0,1,1,1,1
10,STG,0.8349008467729584,0.5730769965270608,-0.7247202924539722,0.10597366316695567,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,-0.24107190304704873,-0.7599531315649666,0.24941318011087682,0.8048809223768618,0,1,2,2,0,0,0,0.4
50,STG,0.5384266732710474,0.6061868649505358,0.4683604586039629,1.6826164045702172,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.03438692675629204,0.34395712646866394,0.07552972899036688,0.43055545960707925,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.8476706096723974,-0.9530082876480197,-0.2787987067806715,1.7655513333270365,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.38529548937209007,0.9624757524068583,0.9702436542907632,0.48327609884943934,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,0.7701963276551985,-0.9043977816797136,0.4640183170888907,0.33363525814916206,3,0,2,0,1,1,1,1
500,IFG,-0.2834988136878863,0.44920993748717875,-0.3108256655243478,0.6376768342809536,2,0,3,0,1,1,1,1
1000,STG,0.814891172368849,-0.8425531776428586,0.8305714791084357,0.5330100795397119,3,0,2,0,1,1,1,1
1000,IFG,-0.17766124830979574,0.7518918367405445,-0.8280512149771889,0.28713895212096274,2,0,3,0,1,1,1,1
2500,STG,0.3610646956088103,-0.9323084630674899,0.7395722744456733,0.34634897029415357,3,0,2,0,1,1,1,1
2500,IFG,-0.5262627267600943,0.9700222042182659,-0.9334093792658191,0.3782144169560361,2,0,3,0,1,1,1,1
5000,STG,-0.06305612075467484,0.6884972469612811,0.9418584392818903,0.381651306880798,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,0.3276694409992629,-0.9836915659347139,-0.532284548011226,0.4322420843410505,0,0,3,2,NaN,0,NaN,0.6
7500,STG,0.7276245600835224,-0.9911928989649583,0.57899384640376,0.3220635272724757,3,0,2,0,1,1,1,1
7500,IFG,-0.683015025995384,0.9120091932701124,0.1004618343540695,0.36569742748910417,2,0,3,0,1,1,1,1
10000,STG,-0.5399169765750172,-0.9312599900214809,0.9074667095356523,0.22030642714248863,2,0,2,1,1,0.6666666666666666,0.8,0.8
10000,IFG,-0.5648567518314936,0.8652050954081716,0.2630577806147847,0.3011511310482627,2,3,0,0,0.4,1,0.5714285714285714,0.4
1,STG,-0.9443054963127699,0.2187483127119932,-0.8867310370500334,0.9395239708885268,0,0,2,3,NaN,0,NaN,0.4
1,IFG,0.5596772088550108,0.5708753081741231,-0.8757419447262214,1.5955306501379614,2,0,3,0,1,1,1,1
5,STG,-0.9825199207987731,0.4775356475832425,0.41415392660511496,1.505062914618919,0,0,2,3,NaN,0,NaN,0.4
5,IFG,-0.5497086405867355,0.2602435066961438,-0.5830032360422637,0.21372216206188047,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.2820852541788009,-0.8396758541912274,0.7915255104922495,1.8961075404820105,3,0,2,0,1,1,1,1
10,IFG,-0.9345940409639306,0.3813290043794475,0.7961755800863937,0.6321687814007547,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.9820698362184479,-0.7785813520191649,0.359455503596534,0.5605544772014787,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,-0.3616970491419362,0.038772006777123766,0.8694428809232086,0.4524799257167957,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.9303410238477383,-0.790613030579702,-0.22484497341382328,1.8724842403711763,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.6737069709673018,-0.05327781297348255,-0.909938564419321,0.8878680856952548,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.5661608221307102,-0.9974969033831491,0.859153053346176,0.32918150095585846,3,0,2,0,1,1,1,1
500,IFG,-0.7015546603103173,-0.1431664890908564,-0.9953734925644437,0.6319789088778072,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,-0.8790741443368217,-0.7002464017066313,0.8880284437376593,0.4319381837080297,3,0,2,0,1,1,1,1
1000,IFG,-0.5626584761957315,0.9350860907279193,0.6860381446363246,0.5550667698255984,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.23497258459609557,-0.9335607368894787,0.7263870807004319,0.35151402838813695,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
2500,IFG,-0.7239751936335116,0.21068552542699343,-0.46827278037431463,0.5968346430675076,0,0,3,2,NaN,0,NaN,0.6
5000,STG,-0.303822523694464,-0.936416287822931,0.36893591103005335,0.3745874825007666,2,0,2,1,1,0.6666666666666666,0.8,0.8
5000,IFG,0.9520172604515602,-0.9998990799985696,0.3135845922654713,0.5758565547683839,0,3,0,2,0,0,0,0
7500,STG,0.6572394338082952,-0.9211535550819319,0.6496492271382321,0.2643524545931596,3,0,2,0,1,1,1,1
7500,IFG,-0.43166085934189197,0.07509769225500215,-0.9407015584523286,0.3992186849709234,0,0,3,2,NaN,0,NaN,0.6
10000,STG,-0.31665752431658273,0.9131057444418084,0.8462046430475532,0.26535231963329564,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.24753943218798036,0.8697476394869317,-0.9455036678459933,0.3907564372841349,0,0,3,2,NaN,0,NaN,0.6
1,STG,0.14848675349140894,0.13525165779018122,-0.5341788307071642,1.0705539665265946,0,2,0,3,0,0,0,0
1,IFG,-0.6974912121632024,0.6664610669194795,0.35285807348011966,1.5461359111851078,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.933828402762243,-0.07727298931737706,-0.27025740628664674,1.5464212983878785,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,0.7845664429749994,-0.018158785459371884,-0.5102206362734284,1.8683735300335775,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.15269166557386304,0.8829430760416542,0.5765100152248548,1.2338240667638831,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,-0.16790221953537968,-0.6315992484658798,0.28352919029748425,0.46316314022645566,0,3,0,2,0,0,0,0
50,STG,0.9672425100706872,0.7124531185342675,0.441681289918647,1.9011843777679416,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.16703260096585232,0.3763371061808391,0.8906419141427766,1.0903313704930029,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.907314805348612,0.9705405592348266,-0.5642464466695194,0.788207226382463,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.6987344315349766,-0.029741254177987238,0.11117469226462257,1.9917733547175365,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.9805019222127779,-0.7368166019859256,0.0038409689804265457,0.25689497800119426,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,0.06991202549510807,-0.11232834167963882,0.4867121882947447,0.555221887762667,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,0.8354613362973481,-0.976057225432674,0.9724810847293465,0.2797286127856766,3,0,2,0,1,1,1,1
1000,IFG,-0.934742703533942,0.3397299588113244,-0.16074341914696572,0.5155547204957481,2,3,0,0,0.4,1,0.5714285714285714,0.4
2500,STG,0.3746155348650589,-0.9604456765661267,-0.5841348767347123,0.35899254249132206,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,0.24511863265781494,0.5197118782053182,-0.8513627296062684,0.24166743606877159,2,0,3,0,1,1,1,1
5000,STG,0.6487391151481698,-0.8530908951161544,0.9876866576452864,0.18965267008405784,3,0,2,0,1,1,1,1
5000,IFG,0.6870220534279714,-0.05553246810866652,0.862436051144308,1.584537193807621,0,0,3,2,NaN,0,NaN,0.6
7500,STG,0.8546929367871733,-0.9545538858881344,0.7673195111417948,0.30904061718784126,3,0,2,0,1,1,1,1
7500,IFG,0.16056905592738602,0.361260479522272,-0.9647096554873977,0.31788173535631986,0,0,3,2,NaN,0,NaN,0.6
10000,STG,-0.8474561701709029,0.38268529516908933,0.9890483600574022,1.4702973981475598,3,0,2,0,1,1,1,1
10000,IFG,-0.825375569255253,0.8981641912005913,-0.4307695701753172,0.30540005486708055,2,0,3,0,1,1,1,1
1,STG,0.565896218616098,-0.16025424549366551,0.831861837500818,1.5799244088779192,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.5850935652543998,0.43151064665311656,0.7833354605092078,1.1479221617502868,0,3,0,2,0,0,0,0
5,STG,0.8136503954674595,-0.10900344792856674,0.5737195557271605,0.2864731586887913,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,0.7129289331298369,-0.784554933740401,-0.29384240751261353,0.9970073079428773,0,3,0,2,0,0,0,0
10,STG,-0.32824975650778376,-0.2356620615736543,0.4245991842642892,1.9798597911047011,0,0,2,3,NaN,0,NaN,0.4
10,IFG,0.2676262028585992,-0.6152608432378678,-0.6202779866703549,0.8722207550384171,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.16539975345693175,-0.08599324739624457,-0.3666284606511743,0.6889825301230403,0,2,0,3,0,0,0,0
50,IFG,-0.7321484265333644,0.918458097212468,0.9642919688262992,0.543327772930684,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,0.5998341037805031,0.5124991462833137,-0.1915072430885939,0.6999785325078357,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,0.21281314552617814,-0.3286523241898507,-0.8371109369758503,0.7424834431367109,2,0,3,0,1,1,1,1
500,STG,0.5222760624197076,-0.8079037757947043,-0.7638597653642143,0.40009574640234336,0,0,2,3,NaN,0,NaN,0.4
500,IFG,0.3929816494899915,0.710678512951415,0.19188272992263755,0.4989891281964436,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,-0.02078631694380051,-0.636363421976091,0.7747033352225569,0.37899602270093136,3,0,2,0,1,1,1,1
1000,IFG,-0.35850556436424197,0.9561414539010404,-0.1538426060284893,0.4098665722772722,2,0,3,0,1,1,1,1
2500,STG,-0.03836044895818784,-0.9874579195294515,0.880932408837191,0.2836939465721979,2,0,2,1,1,0.6666666666666666,0.8,0.8
2500,IFG,0.9892329430304314,-0.992115272329936,-0.670326491435902,0.6879880897286508,2,3,0,0,0.4,1,0.5714285714285714,0.4
5000,STG,0.2538343810032032,-0.41136188818867214,0.14172203491766242,0.26898851062646223,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,-0.9045758642482578,0.780973118643624,-0.964651440970403,0.4744188773735809,0,0,3,2,NaN,0,NaN,0.6
7500,STG,0.3141373585565032,0.09455536402486049,0.37664666310621026,0.298580566969,0,0,2,3,NaN,0,NaN,0.4
7500,IFG,-0.5834724017457152,0.9645646686052325,-0.9858128056958023,0.3271621314081371,0,0,3,2,NaN,0,NaN,0.6
10000,STG,-0.7657430639433614,0.670644114616781,0.6506757346394403,0.662293460826977,3,0,2,0,1,1,1,1
10000,IFG,0.36261265788091745,0.30587948255293856,-0.9708763033528343,0.3705389490046628,2,0,3,0,1,1,1,1
1,STG,0.40577128649390337,0.6886769908790926,0.6979090468306226,0.035761598404010275,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.15694547555118143,-0.4270534160927313,-0.09315971359143543,0.6797885335785447,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.7734275146457632,-0.9078719386254623,-0.3378822759924489,1.760374738209416,3,0,2,0,1,1,1,1
5,IFG,0.8631766635818892,0.7109148381799709,-0.8673779000857833,1.2385779617102979,2,2,1,0,0.5,1,0.6666666666666666,0.6
10,STG,-0.6404467537578418,-0.6265568630630234,0.03234521662329222,0.8763506162277428,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.37774684494460814,-0.32408944230025816,-0.5736639363269949,1.7931553995456386,0,0,3,2,NaN,0,NaN,0.6
50,STG,-0.3235776050157302,0.4301867711291677,0.06048149267882067,0.4653728339678853,0,2,0,3,0,0,0,0
50,IFG,-0.9102509401045911,0.5329604521836959,0.34823124420584833,1.7336474256005836,0,0,3,2,NaN,0,NaN,0.6
100,STG,0.8143239388228767,-0.45531226661393975,0.04890713958714402,0.792439984889356,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,-0.5906084639198163,0.4312719646432808,0.5196149379759782,0.4321949015617039,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.9556289921004295,0.9023256571180295,-0.5469853113536833,0.415264113103345,0,2,0,3,0,0,0,0
500,IFG,0.8559420016181558,-0.48819049990011226,0.7636714590697352,1.9504249879983313,0,3,0,2,0,0,0,0
1000,STG,0.9688480855735516,-0.9291723187919853,-0.6903464756307169,0.3863635650219942,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,0.6567782212569466,0.9271394138617759,-0.6671486875465332,0.28757559709290625,2,0,3,0,1,1,1,1
2500,STG,0.8979165239503853,-0.3650658540854957,-0.5266907142455364,0.6325102360858719,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,-0.11150648563008647,0.9736944550218722,-0.6652751745278834,0.39490964800121126,2,3,0,0,0.4,1,0.5714285714285714,0.4
5000,STG,0.2025421642331244,-0.9871112940180468,-0.43883605501521034,0.3963811594313703,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,-0.7010991969024193,0.9205834798243022,0.09662087663404095,0.286875438819294,2,0,3,0,1,1,1,1
7500,STG,0.878214707115707,-0.9995310361075955,0.9864832273483746,0.20111383523487655,3,0,2,0,1,1,1,1
7500,IFG,-0.12728596361370026,-0.4644174354782304,-0.9956620182198004,0.48000926802925475,0,0,3,2,NaN,0,NaN,0.6
10000,STG,-0.019416043104706772,-0.9734439027036388,0.970641688832266,0.3493521206329374,3,0,2,0,1,1,1,1
10000,IFG,-0.4746384543017685,-0.6761772797730519,-0.634256413851559,0.3879294194672977,2,1,2,0,0.6666666666666666,1,0.8,0.8
1,STG,-0.9739845994208887,0.8529586014605779,0.8524477484205528,0.7264951691538428,0,0,2,3,NaN,0,NaN,0.4
1,IFG,-0.7898342258459201,0.8022906777059902,-0.5689975507406051,0.13359433443386015,1,0,3,1,1,0.5,0.6666666666666666,0.8
5,STG,0.9411517647509128,0.5644084107224483,0.03410389891397472,0.9884577384509727,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,0.7862218998005785,-0.21780785456548984,0.07467887997411982,1.130134412806712,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,-0.7066861185660158,-0.4687992369106442,-0.5705856610253724,0.24257830042624368,0,0,2,3,NaN,0,NaN,0.4
10,IFG,0.5293825844032777,-0.2940880748432983,-0.15784551358022034,1.8063704497129611,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,-0.20851246015822408,0.7332817436526959,0.387604385578684,0.5179081327352407,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,-0.6379739589587055,0.41112595050097245,-0.19590388386834995,0.2685230876560851,0,0,3,2,NaN,0,NaN,0.6
100,STG,0.1781165123773059,-0.6177479047771279,-0.3240853287810457,0.5235373454106346,0,0,2,3,NaN,0,NaN,0.4
100,IFG,0.6507803116634272,-0.28908744428341265,-0.5350954631680924,0.5074350785637917,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,0.7090956415634871,0.029291636712980657,-0.5000814202339251,0.43027952908637945,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,-0.7148676490021957,0.17538013348868386,0.2957791525658973,0.9353265428119821,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.04352144927570245,-0.8720494535864904,0.9985422235755097,0.2550060780619181,3,0,2,0,1,1,1,1
1000,IFG,0.49286253236703553,0.9468184117299541,-0.3467813508349841,0.35510555190017395,2,0,3,0,1,1,1,1
2500,STG,0.3294577194582106,-0.9497654023505597,0.7626139748647778,0.38307548238809574,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,-0.22881132225371473,0.9549005649282981,-0.9576246393930932,0.20878324748355773,0,0,3,2,NaN,0,NaN,0.6
5000,STG,0.6429297461722432,0.8668155861999098,0.08912029452865596,0.3880074323269567,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
5000,IFG,-0.8715603977003716,0.9556588930320367,-0.048268335710729,0.96378037186858,2,0,3,0,1,1,1,1
7500,STG,0.8104536561490299,-0.9269667041068413,0.950762736094562,0.2940949571554221,3,0,2,0,1,1,1,1
7500,IFG,0.12315093465680106,0.7573452280466191,0.05843753434525038,0.44616178955904107,2,3,0,0,0.4,1,0.5714285714285714,0.4
10000,STG,0.9375047845124296,-0.9915333682526623,0.37308111986159104,0.811490558327401,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.9644652189194652,0.8406765822985172,-0.9929524348279071,0.2607571799552611,0,0,3,2,NaN,0,NaN,0.6
1,STG,0.39787847477421145,-0.38583592836411923,-0.35054847225851127,1.936856506077448,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.9400668506567238,-0.591770674272829,-0.2559897307057386,0.3911733548355416,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.8565792973098958,-0.19413703766548768,0.9203108880076178,0.7462770833743573,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,0.15404428647806123,0.03516807163715639,-0.1737777288884299,0.5914282773937558,2,1,2,0,0.6666666666666666,1,0.8,0.8
